Stocks,Final Value,Maximum Drawdown,Volatility,Sharpe Ratio,Sortino Ratio
"['AAPL', 'MSFT', 'AMZN', 'NVDA', 'V', 'PG', 'KO']",35861.78291295327,-0.3185689243768499,0.2413452578742953,1.0396272615542255,1.9492981140064014
"['MSFT', 'TSLA', 'NVDA', 'JPM', 'KO']",51445.77576284512,-0.4498374575951681,0.33858313619591107,1.0396208114455157,2.2449345581001863
"['MSFT', 'TSLA', 'NVDA', 'JPM', 'PG', 'KO']",45239.54871351441,-0.4081187180800661,0.302855209203882,1.0385479352219815,2.2249783043541607
"['TSLA', 'NVDA', 'JPM', 'V', 'KO']",50702.597458614786,-0.43088367015204365,0.3349334238843759,1.0383373469929356,2.2210650914221053
"['AAPL', 'MSFT', 'GOOGL', 'AMZN', 'NVDA', 'PG']",40035.39900485062,-0.3694924656239628,0.27115380441259473,1.037465681436536,1.7432533428437174
"['AAPL', 'MSFT', 'GOOGL', 'AMZN', 'NVDA', 'V', 'KO']",37292.29484896427,-0.3320206419138612,0.2527872402256642,1.0361042617082594,1.847392010604844
"['GOOGL', 'TSLA', 'NVDA', 'JPM', 'V', 'PG', 'KO']",41706.19968269609,-0.38758937738346483,0.28212203868370306,1.0354497361647268,2.0391310138194343
"['GOOGL', 'TSLA', 'NVDA', 'JPM', 'V', 'KO']",46289.164052001965,-0.4236678061972487,0.3112860280940126,1.0343527324471207,2.0317394149986856
"['MSFT', 'GOOGL', 'TSLA', 'NVDA', 'JPM', 'KO']",46908.479305527246,-0.4404252594194635,0.3152635709192558,1.0338919169684817,2.0503922516986295
"['AAPL', 'MSFT', 'AMZN', 'NVDA', 'V']",44137.41866758873,-0.3797076767857374,0.29934098209711485,1.0333020369757535,1.859388327263653
"['MSFT', 'TSLA', 'NVDA', 'JPM', 'PG']",51060.06373904362,-0.46307225816516406,0.33972100474289474,1.0329822025719368,2.228435845401832
"['MSFT', 'GOOGL', 'TSLA', 'NVDA', 'JPM', 'PG', 'KO']",42237.0413285749,-0.40447787882378883,0.28650925401338523,1.0329122784365274,2.0383379437101032
"['TSLA', 'NVDA', 'JPM', 'V', 'PG']",50316.88543481328,-0.44482180866172555,0.3356778310468989,1.0323880303079165,2.219043467014695
"['AAPL', 'MSFT', 'AMZN', 'NVDA', 'V', 'PG']",39149.25113413408,-0.3523137980463915,0.2669225655152245,1.0319142454524817,1.9256215458303867
"['AAPL', 'MSFT', 'GOOGL', 'AMZN', 'NVDA', 'V', 'PG', 'KO']",34406.809676201345,-0.32170129035832684,0.23339847014718465,1.0307510524286558,1.8105593576489354
"['AAPL', 'TSLA', 'NVDA', 'JPM', 'KO']",51326.18104408201,-0.4391943738775611,0.3427120887508706,1.0294992942460195,2.3032686295252156
"['GOOGL', 'TSLA', 'NVDA', 'JPM', 'V', 'PG']",45967.73736550071,-0.4357183939593202,0.31187593402000097,1.0286057150915882,2.0346891780034624
"['MSFT', 'GOOGL', 'TSLA', 'NVDA', 'JPM']",53062.780449459024,-0.4949799471895661,0.35409053761054815,1.0278424841642544,2.07910724820279
"['AAPL', 'TSLA', 'NVDA', 'JPM', 'PG', 'KO']",45139.88644787848,-0.3988920034459813,0.3066911072123612,1.027736905169968,2.286373342459682
"['MSFT', 'GOOGL', 'TSLA', 'NVDA', 'JPM', 'PG']",46587.05261902599,-0.45194662675708097,0.3161893851799266,1.027509731599195,2.0727613741919053
"['GOOGL', 'TSLA', 'NVDA', 'JPM', 'V']",52319.60214522869,-0.47928137010261485,0.3505748759727482,1.0262442643366887,1.9972093489971368
"['MSFT', 'TSLA', 'NVDA', 'JPM', 'V', 'PG', 'KO']",41477.48601081787,-0.3769141630599671,0.2838671166249484,1.0260042712249984,2.169576587861598
"['GOOGL', 'TSLA', 'NVDA', 'PG', 'KO']",48994.21922022884,-0.45256083456089036,0.33117528023163867,1.0255836817193704,2.302533101580689
"['MSFT', 'TSLA', 'NVDA', 'JPM', 'V', 'KO']",46022.331434810716,-0.413040974505061,0.3131796533176609,1.0252265261390499,2.1655233799465496
"['AAPL', 'GOOGL', 'TSLA', 'NVDA', 'JPM', 'KO']",46808.81703989132,-0.43127853859671667,0.3184388893863364,1.0251578800147718,2.0470199885306437
"['AAPL', 'MSFT', 'GOOGL', 'AMZN', 'NVDA', 'V']",40818.181726146926,-0.37005627786731443,0.2809736986243939,1.0251494632682787,1.7407580182320166
"['AAPL', 'GOOGL', 'TSLA', 'NVDA', 'JPM', 'PG', 'KO']",42151.6165294584,-0.39640294145563126,0.289485980396835,1.0237091965880163,2.0400288561527806
"['AAPL', 'MSFT', 'GOOGL', 'AMZN', 'NVDA', 'V', 'PG']",37016.78626053462,-0.3502371232888626,0.2548281971808082,1.0237074853038863,1.7499342833613194
"['AAPL', 'TSLA', 'NVDA', 'JPM', 'PG']",50940.46902028051,-0.45227204462159415,0.34377445929977213,1.0231107874564513,2.2156357730557885
"['MSFT', 'GOOGL', 'TSLA', 'NVDA', 'JPM', 'V', 'PG', 'KO']",39320.54988683287,-0.3770632127007685,0.2712409864619986,1.021333304049922,2.02038406913043
"['MSFT', 'GOOGL', 'TSLA', 'NVDA', 'JPM', 'V', 'KO']",42907.99794682888,-0.4087470523815473,0.295530464585754,1.0208818036568579,2.0167005611167172
"['AAPL', 'GOOGL', 'TSLA', 'NVDA', 'JPM']",52943.185730695914,-0.48435909468887695,0.35730398428568627,1.0201214219483046,2.01693552974432
"['MSFT', 'TSLA', 'NVDA', 'JPM', 'V', 'PG']",45700.90474830946,-0.42543615811879737,0.31390489087583917,1.019207439027372,2.206794327466908
"['AAPL', 'GOOGL', 'TSLA', 'NVDA', 'JPM', 'PG']",46487.39035339007,-0.44268056397758365,0.31927326741005413,1.019059842883737,2.0371690147307033
"['MSFT', 'TSLA', 'NVDA', 'JPM', 'V']",51999.40300459919,-0.4693042797372301,0.35292590151997916,1.0170640798444996,2.1155412759971073
"['AAPL', 'MSFT', 'TSLA', 'NVDA', 'JPM', 'KO']",46541.984422700065,-0.4214142769814434,0.3206259108211031,1.0157409983670735,2.2115456703563003
"['MSFT', 'GOOGL', 'TSLA', 'NVDA', 'JPM', 'V', 'PG']",42632.48935839923,-0.4196266541721847,0.2961302411425134,1.0151066875851318,2.0200037351912874
"['TSLA', 'NVDA', 'V', 'PG', 'KO']",47930.841775369,-0.42142473211031944,0.3292652128950952,1.0149042333996696,2.3926080113125296
"['AAPL', 'TSLA', 'NVDA', 'JPM', 'V', 'PG', 'KO']",41392.061211701366,-0.36865515161324597,0.28757832930569943,1.0148453461893718,2.182400081708209
"['AAPL', 'TSLA', 'NVDA', 'JPM', 'V', 'KO']",45922.66916917479,-0.4036182072555168,0.3171408410904494,1.01471207766334,2.1980140517088134
"['AAPL', 'MSFT', 'TSLA', 'NVDA', 'JPM', 'PG', 'KO']",41922.90285758018,-0.3864638592879881,0.29146919282395334,1.0140752151664267,2.1976912730495384
"['MSFT', 'GOOGL', 'TSLA', 'NVDA', 'JPM', 'V']",47369.8353403223,-0.457198163595219,0.32729069293717433,1.013471818014543,1.982241995714576
"['MSFT', 'TSLA', 'NVDA', 'PG', 'KO']",48674.02007959934,-0.44155231538783435,0.3348149142624469,1.0127767700189432,2.5266711975352827
"['GOOGL', 'TSLA', 'NVDA', 'V', 'PG', 'KO']",43979.36764929715,-0.4153038558813684,0.30583120010684905,1.0123571984261088,2.1863911271000607
"['GOOGL', 'TSLA', 'NVDA', 'V', 'KO']",49933.558485784415,-0.4586916918229662,0.34325901461059655,1.0119866243724527,2.2083337519466184
"['AAPL', 'GOOGL', 'TSLA', 'NVDA', 'JPM', 'V', 'PG', 'KO']",39245.803187605925,-0.3697401642220045,0.2741743972231451,1.011803336204208,1.9660275747118068
"['AAPL', 'GOOGL', 'TSLA', 'NVDA', 'JPM', 'V', 'KO']",42822.57314771238,-0.40052188998062566,0.298639226616901,1.0118009936726715,1.9721039591453051
"['AAPL', 'MSFT', 'GOOGL', 'TSLA', 'NVDA', 'JPM', 'KO']",43353.41479359119,-0.4163409780841869,0.30230029923916185,1.0115408593943638,2.0290846261208944
"['MSFT', 'GOOGL', 'TSLA', 'NVDA', 'KO']",50676.73679001475,-0.47593176990265423,0.3481707487833251,1.0111892720126958,2.298236881757192
"['AAPL', 'MSFT', 'TSLA', 'NVDA', 'JPM']",52622.986590066415,-0.4751023644614954,0.35999092915721326,1.0106331008975062,2.201625164073362
"['AAPL', 'MSFT', 'GOOGL', 'TSLA', 'NVDA', 'JPM', 'PG', 'KO']",39710.289627749895,-0.38555913487441,0.27809068326801717,1.010060523519654,2.0216232177894207
"['AAPL', 'MSFT', 'TSLA', 'NVDA', 'JPM', 'PG']",46220.55773619881,-0.4331244011798616,0.32158519341093494,1.009429703640621,2.197156472986569
"['MSFT', 'GOOGL', 'TSLA', 'NVDA', 'PG', 'KO']",44598.68290282243,-0.4329583257391851,0.31132290511864497,1.008946554626584,2.278428725436551
"['AAPL', 'TSLA', 'NVDA', 'JPM', 'V', 'PG']",45601.24248267354,-0.4158751121447047,0.3178048331927667,1.008919389020909,2.1755638673347537
"['AAPL', 'TSLA', 'NVDA', 'JPM', 'V']",51879.80828583608,-0.45824756253092386,0.3569900415261586,1.0077900680214897,2.136559328786767
"['AAPL', 'MSFT', 'GOOGL', 'TSLA', 'NVDA', 'JPM']",47889.48832821166,-0.46288248991697994,0.3338863240569474,1.0064690462578332,1.996585499814282
"['AAPL', 'GOOGL', 'TSLA', 'NVDA', 'JPM', 'V', 'PG']",42547.06455928273,-0.4112947839843198,0.2991644965431053,1.006277919686881,2.00091993754362
"['AAPL', 'MSFT', 'GOOGL', 'TSLA', 'NVDA', 'JPM', 'PG']",43077.90620516154,-0.42668924620729687,0.30308497140534646,1.0055296821874629,2.020585118017967
"['AAPL', 'GOOGL', 'TSLA', 'NVDA', 'JPM', 'V']",47270.173074686376,-0.447742094247426,0.3304482291640376,1.0053282191588244,2.0009283179074866
"['GOOGL', 'TSLA', 'NVDA', 'V', 'PG']",49547.84646198291,-0.4722176970241575,0.3444673458457088,1.005244169547934,2.2085392447840833
"['MSFT', 'GOOGL', 'TSLA', 'NVDA', 'PG']",50291.024766213246,-0.4887939507217775,0.3497786693940904,1.003858797735784,2.2361255442913373
"['AAPL', 'MSFT', 'TSLA', 'NVDA', 'JPM', 'V', 'KO']",42593.85947583416,-0.39055190683006985,0.30033031168362384,1.0033456821128985,2.115152021424621
"['AAPL', 'GOOGL', 'TSLA', 'NVDA', 'KO']",50557.14207125164,-0.4651736612560612,0.35159926045909595,1.00310062425999,2.213645036132624
"['AAPL', 'MSFT', 'TSLA', 'NVDA', 'JPM', 'V', 'PG', 'KO']",39045.67872471249,-0.35979654486729373,0.2757643786255176,1.003061504461664,2.101848652917851
"['AAPL', 'TSLA', 'NVDA', 'PG', 'KO']",48554.42536083623,-0.4306352368782975,0.3390212885561531,1.0027278700184352,2.2945985566560534
"['MSFT', 'TSLA', 'NVDA', 'V', 'PG', 'KO']",43712.5350321059,-0.4040773216038769,0.30858223225021686,1.0010150685768555,2.368715081471305
"['MSFT', 'TSLA', 'NVDA', 'V', 'KO']",49613.35934515491,-0.4476865277138073,0.34640841120707455,1.0009165470187207,2.406052587285902
"['AAPL', 'GOOGL', 'TSLA', 'NVDA', 'PG', 'KO']",44499.020637186506,-0.4236120435187058,0.314557762272786,1.00020997454935,2.171755759551714
"['AAPL', 'MSFT', 'GOOGL', 'TSLA', 'NVDA', 'JPM', 'V', 'KO']",40297.37666872213,-0.38918346076947624,0.28599733779513276,1.0001857975253865,1.9560586340772668
"['AAPL', 'MSFT', 'GOOGL', 'TSLA', 'NVDA', 'JPM', 'V', 'PG', 'KO']",37398.60297962642,-0.36171079275029366,0.26514000566647977,0.9998117218806412,1.9485859240397414
"['MSFT', 'GOOGL', 'TSLA', 'NVDA', 'V', 'KO']",45381.46562411874,-0.43812668223061174,0.3212243271399308,0.9982587436890465,2.1847136812877888
"['MSFT', 'GOOGL', 'TSLA', 'NVDA', 'V', 'PG', 'KO']",40928.17245879618,-0.40079147884109845,0.29103158246674476,0.9982007112998733,2.1602167359441746
"['AAPL', 'MSFT', 'TSLA', 'NVDA', 'JPM', 'V', 'PG']",42318.35088740451,-0.4015991645938161,0.3009715181447617,0.9975810020314727,2.107774884557241
"['AAPL', 'MSFT', 'TSLA', 'NVDA', 'JPM', 'V']",47003.34045749512,-0.4381817863569127,0.33246911284771574,0.9968423462482074,2.110434840081526
"['AAPL', 'GOOGL', 'TSLA', 'NVDA', 'PG']",50171.430047450136,-0.477887667812732,0.35307922670729125,0.9961033844221812,2.207273477112698
"['AMZN', 'TSLA', 'NVDA', 'JPM', 'PG', 'KO']",43946.407065799816,-0.43370786898684094,0.31299093286937396,0.9956667885740225,2.063596414740368
"['AMZN', 'TSLA', 'NVDA', 'JPM', 'KO']",49894.00578558761,-0.47897440630953636,0.3520430317531286,0.9949196303775021,2.0750527215145715
"['AAPL', 'MSFT', 'GOOGL', 'TSLA', 'NVDA', 'JPM', 'V', 'PG']",40056.30665384619,-0.39901056616413316,0.28652550596628695,0.9946974715148587,1.9518052123495917
"['AAPL', 'MSFT', 'GOOGL', 'TSLA', 'NVDA', 'JPM', 'V']",43748.86282341552,-0.43106811008872353,0.31253046727158235,0.99416053634239,1.9524773459062326
"['MSFT', 'TSLA', 'NVDA', 'V', 'PG']",49227.647321353405,-0.461648659324736,0.34776698071981615,0.9939881836467813,2.4012452396760278
"['GOOGL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'PG', 'KO']",41128.6342019624,-0.4268033305944373,0.2949919948891346,0.9929556844843874,1.9352404276105384
"['GOOGL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'KO']",45615.337657812655,-0.4654189051643895,0.3261814966394647,0.992254746138991,1.9377222779695689
"['AAPL', 'MSFT', 'TSLA', 'NVDA', 'KO']",50236.94293062214,-0.4550185829249726,0.35506837407557046,0.9919322013716801,2.3244587073850114
"['MSFT', 'GOOGL', 'TSLA', 'NVDA', 'V', 'PG']",45060.038937617486,-0.45019533195580735,0.3223177985102451,0.9916026535111854,2.186408521512687
"['AAPL', 'TSLA', 'NVDA', 'V', 'KO']",49493.7646263918,-0.43650212836673086,0.35073227882469504,0.9911885259519464,2.2736674129920305
"['MSFT', 'GOOGL', 'TSLA', 'NVDA', 'V']",51230.36403176882,-0.49527664187375303,0.36250818113759803,0.9907741794544833,2.128383472404901
"['AAPL', 'TSLA', 'NVDA', 'V', 'PG', 'KO']",43612.872766469976,-0.3944514005682702,0.3126715821344762,0.9903517387991012,2.30859378177065
"['AAPL', 'GOOGL', 'TSLA', 'NVDA', 'V', 'KO']",45281.803358482815,-0.4285836948369054,0.324601495003841,0.9896420234611449,2.14548766749203
"['AAPL', 'MSFT', 'GOOGL', 'TSLA', 'NVDA', 'KO']",45901.1186120081,-0.4450069778640299,0.32909031896895147,0.9889797903453815,2.184449873328641
"['AAPL', 'GOOGL', 'TSLA', 'NVDA', 'V', 'PG', 'KO']",40842.74765967968,-0.3924127934276173,0.29423523610822483,0.9889622791975758,2.1273756996710094
"['AAPL', 'MSFT', 'TSLA', 'NVDA', 'PG', 'KO']",44232.18801999525,-0.4132245736439818,0.3175684445259039,0.9888759029502844,2.272813961613777
"['AMZN', 'TSLA', 'NVDA', 'JPM', 'PG']",49508.2937617861,-0.49249172481961767,0.35372082879894456,0.987564379923209,2.0656733283853295
"['AAPL', 'MSFT', 'GOOGL', 'TSLA', 'NVDA', 'PG', 'KO']",41373.58930555849,-0.4089940100135087,0.29905806736142926,0.9864981302506117,2.0986234467566445
"['AMZN', 'TSLA', 'NVDA', 'JPM', 'V', 'PG', 'KO']",40369.078884205366,-0.4000713947972872,0.2923351626010118,0.985417687118975,2.0534834917035787
"['GOOGL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'PG']",45293.9109713114,-0.47715408353666655,0.3274642455560661,0.9853664726017628,1.9359655979250032
"['AAPL', 'MSFT', 'TSLA', 'NVDA', 'PG']",49851.23090682064,-0.4681172499451365,0.3566882997481997,0.9848062044965864,2.3011339190861113
"['MSFT', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'PG', 'KO']",40899.92053008418,-0.4172511088323118,0.29651638743239717,0.9846466838998669,2.0538224512816377
"['AAPL', 'MSFT', 'GOOGL', 'TSLA', 'NVDA']",51853.947617236045,-0.49946429412596977,0.3699325184436233,0.9846265431060607,2.1297544108570716
"['AAPL', 'TSLA', 'NVDA', 'V', 'PG']",49108.052602590295,-0.4502894733788169,0.3520067207366067,0.9845254796803486,2.3309165108652814
"['MSFT', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'KO']",45348.50504062141,-0.456073768125416,0.3278258694262763,0.984260767924291,2.059086563714615
"['GOOGL', 'AMZN', 'TSLA', 'NVDA', 'JPM']",51511.010472201524,-0.5235211752988482,0.36902667168820336,0.984004126185902,1.9124364392996347
"['GOOGL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'V', 'PG', 'KO']",38350.69365104694,-0.39751147760129246,0.2784796268720851,0.9834089427215601,1.8929865365011274
"['AAPL', 'GOOGL', 'TSLA', 'NVDA', 'V']",51110.76931300571,-0.48411468224979465,0.36584042554151913,0.9833985951342668,2.0663806145671835
"['AAPL', 'GOOGL', 'TSLA', 'NVDA', 'V', 'PG']",44960.37667198156,-0.44052143939586097,0.3255951449887248,0.9832835615537382,2.0924201512531937
"['AMZN', 'TSLA', 'NVDA', 'JPM', 'V', 'KO']",44729.189787096126,-0.4391353534833156,0.32415839744396363,0.9829817556697366,2.0377188160224344
"['AAPL', 'MSFT', 'GOOGL', 'TSLA', 'NVDA', 'PG']",45579.69192550684,-0.45642508483979827,0.33038503555865417,0.9821736514261363,2.180112048191305
"['MSFT', 'GOOGL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'PG', 'KO']",38815.180091190894,-0.41283960017254673,0.282670137306708,0.9816550410188358,1.8966221673368062
"['GOOGL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'V', 'KO']",41799.59082021638,-0.4314571779199904,0.3046759671790447,0.9814499985330182,1.857742530114878
"['MSFT', 'GOOGL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'KO']",42330.43246609519,-0.4466303121154232,0.3085457527987064,0.9813683873870053,1.9271863445364552
"['AAPL', 'MSFT', 'TSLA', 'NVDA', 'V', 'KO']",45014.97074129156,-0.41817763866505364,0.32724209346152333,0.9796536229332199,2.3126448065886716
"['AAPL', 'MSFT', 'TSLA', 'NVDA', 'V', 'PG', 'KO']",40614.03398780146,-0.3819393489380304,0.2966121469943364,0.9787244771524335,2.2102265154925216
"['AAPL', 'MSFT', 'GOOGL', 'TSLA', 'NVDA', 'V', 'KO']",42044.54592381247,-0.41328774011560093,0.30756472108035476,0.9779728568287972,2.1210225304498254
"['MSFT', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'PG']",45027.07835412015,-0.4681358979425339,0.3292529480112565,0.9771382209614995,2.0453603147001407
"['AAPL', 'MSFT', 'GOOGL', 'TSLA', 'NVDA', 'V', 'PG', 'KO']",38565.02936669352,-0.38151481059894904,0.28228750162348965,0.9771085438140371,2.1015232484798867
"['AMZN', 'TSLA', 'NVDA', 'JPM', 'V', 'PG']",44407.76310059487,-0.4517790819793678,0.32529083431842265,0.9763040880055971,1.9965209738346994
"['MSFT', 'AMZN', 'TSLA', 'NVDA', 'JPM']",51190.81133157201,-0.5149960020406203,0.3710804501846771,0.9760524086495238,2.0219328742074483
"['MSFT', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'V', 'PG', 'KO']",38150.56918815349,-0.38787206213164394,0.27964657625203854,0.9758964987845548,1.9959993134265468
"['AAPL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'KO']",45248.84277498548,-0.4462720140273338,0.3314114126308268,0.9755477070857724,2.092989328687441
"['AAPL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'PG', 'KO']",40814.495730967676,-0.40865420227266264,0.2999098063079674,0.9752962498675263,2.0897692992112327
"['GOOGL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'V', 'PG']",41524.08223178673,-0.44252792995555873,0.3055580153021531,0.9751887522153309,1.8597790619884103
"['MSFT', 'GOOGL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'PG']",42054.92387766554,-0.45725272422748403,0.3096898709736825,0.9746779561831661,1.9260914961124977
"['MSFT', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'V', 'KO']",41570.87714833816,-0.4218911218308338,0.3058734093703624,0.9742988210780823,2.0286705377014047
"['AAPL', 'GOOGL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'KO']",42245.00766697869,-0.4381103989597203,0.31134364567156975,0.9738069203365236,1.8883396737336287
"['MSFT', 'GOOGL', 'AMZN', 'TSLA', 'NVDA', 'JPM']",46696.008946133,-0.49713540712056487,0.3429778224012383,0.9736646657866955,1.9018496641107403
"['AAPL', 'GOOGL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'PG', 'KO']",38740.43339196395,-0.40525033783056486,0.2853364658343931,0.9736378842788607,1.8887058150752731
"['MSFT', 'GOOGL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'V', 'PG', 'KO']",36602.95005824065,-0.38683906157666603,0.2687761210587293,0.9734412147831726,1.8796915923133717
"['AAPL', 'MSFT', 'TSLA', 'NVDA', 'V']",50790.57017237621,-0.4743695612381739,0.36907622137047297,0.9734272960790232,2.2284496064387005
"['AAPL', 'MSFT', 'TSLA', 'NVDA', 'V', 'PG']",44693.544054790305,-0.43045351599050197,0.32836679565267923,0.9731074715474115,2.3089024240511633
"['AMZN', 'TSLA', 'NVDA', 'JPM', 'V']",50447.633027341675,-0.4993742034505445,0.3681321224756081,0.9725684672466979,1.9569983559673394
"['MSFT', 'GOOGL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'V', 'KO']",39402.26713216313,-0.41689715892494084,0.29095757381482484,0.9721979175370373,1.847349369321604
"['GOOGL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'V']",46076.69369260771,-0.48288498239841465,0.339461380457274,0.9720533986078338,1.858405808935004
"['AAPL', 'MSFT', 'GOOGL', 'TSLA', 'NVDA', 'V']",46362.47464680315,-0.46169454902176,0.3408687828583033,0.9719446693684298,2.0610542345220058
"['AAPL', 'MSFT', 'GOOGL', 'TSLA', 'NVDA', 'V', 'PG']",41769.03733538282,-0.424075339757636,0.3084785934606171,0.97173984695809,2.0678852747303442
"['AAPL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'PG']",44927.41608848423,-0.4582035453048259,0.3327404728332677,0.9687222643602349,2.024306027436811
"['AAPL', 'AMZN', 'TSLA', 'NVDA', 'JPM']",51071.216612808916,-0.5035227914728646,0.37463167376899104,0.9686013088530521,1.9633545653514595
"['AMZN', 'TSLA', 'NVDA', 'PG', 'KO']",47122.25010234183,-0.47158014475417337,0.34785798515493865,0.9681790376446369,2.3093243794344893
"['MSFT', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'V', 'PG']",41295.36855990851,-0.43325210329152836,0.30688728729328474,0.9677758192993856,1.986713272105566
"['GOOGL', 'AMZN', 'TSLA', 'NVDA', 'KO']",49124.96681275725,-0.5050767457906479,0.36227869686627184,0.9677088435471428,2.06779210257091
"['AAPL', 'GOOGL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'PG']",41969.49907854904,-0.4486313275664417,0.3123883575939386,0.9674109256445282,1.85749874953601
"['GOOGL', 'AMZN', 'TSLA', 'NVDA', 'PG', 'KO']",43305.54125510784,-0.4586011050945799,0.3218961517717546,0.9672674976854666,2.1077139681938943
"['AAPL', 'GOOGL', 'AMZN', 'TSLA', 'NVDA', 'JPM']",46596.346680497074,-0.4873586598236395,0.34572952457579803,0.9670664837794147,1.892124271172285
"['AAPL', 'MSFT', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'KO']",42016.293995100474,-0.4291727260041455,0.31284150299637375,0.9662750789369355,2.026930655737863
"['AAPL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'V', 'PG', 'KO']",38075.822488926555,-0.380112368866344,0.2829934086335368,0.9661250219171033,2.0095597349511842
"['MSFT', 'GOOGL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'V', 'PG']",39161.19711728719,-0.4269718237784155,0.2917811308471333,0.9660663660937371,1.849374642546327
"['AAPL', 'MSFT', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'PG', 'KO']",38540.30892907051,-0.39622267942395084,0.28674672942405066,0.9658402113682065,2.0233659882334396
"['AAPL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'V', 'KO']",41485.452349221654,-0.4131257005704308,0.3094073233787341,0.9650963766668516,2.0145367596887236
"['AAPL', 'GOOGL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'V', 'PG', 'KO']",36536.508547816695,-0.37991127254063,0.2714466820095819,0.965046625662993,1.8304781114035582
"['MSFT', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'V']",45809.86107541646,-0.4738878373494358,0.3409157560729068,0.964943686763134,1.9578405586646197
"['AAPL', 'MSFT', 'GOOGL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'KO']",39792.00687308014,-0.4236037311451274,0.2973045913704362,0.9643426991973304,1.878498478896033
"['AAPL', 'GOOGL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'V', 'KO']",39327.52043293618,-0.4091763719610116,0.2937590043940184,0.9642189073873813,1.8586965521109868
"['AAPL', 'MSFT', 'GOOGL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'PG', 'KO']",36949.385383500216,-0.3943764528676564,0.27519886212572225,0.9639421945349248,1.8771263481938303
"['MSFT', 'GOOGL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'V']",42725.88049591952,-0.46216240240118206,0.31970009455924475,0.9637533264753458,1.829589971819843
"['GOOGL', 'AMZN', 'TSLA', 'NVDA', 'PG']",48739.254788955746,-0.518204788235845,0.36442539385494166,0.9598529843317536,2.0615582512452493
"['AAPL', 'MSFT', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'PG']",41740.785406670824,-0.43995548280043917,0.31400798087622905,0.9596677227290583,2.014512029797687
"['AAPL', 'MSFT', 'AMZN', 'TSLA', 'NVDA', 'JPM']",46329.51406330582,-0.4789539482173737,0.3475376412596046,0.9595448008864863,1.9900561689044893
"['AAPL', 'AMZN', 'TSLA', 'NVDA', 'JPM', 'V', 'PG']",41209.943760792004,-0.42437047501896813,0.3103422914016544,0.9588421950001564,1.9565734282580023
"['AMZN', 'TSLA', 'NVDA', 'V', 'PG', 'KO']",42419.39338439131,-0.43086912493154483,0.3191587619599394,0.958656809500945,2.1999759959990444
